SUMMARY OF RUN ../../data/case1.data -- 346 time step
Row 1
	        TIME	      NRiter	      LSiter	         FPR	      Volume	        FOPR	        FOPT	        FGPR	        FGPT	        FWPR
	         DAY	           -	           -	        PSIA	         Ft3	     STB/DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY
	           -	           -	           -	           -	 Hydrocarbon	           -	           -	           -	           -	           -
	     590.500	 8.97554e+00	 1.00000e+05	 5.90500e+07	 0.00000e+00	 0.00000e+00	 6.56681e+03	 1.00000e+03
	     593.500	 9.03475e+00	 1.00000e+05	 5.93500e+07	 0.00000e+00	 0.00000e+00	 6.56334e+03	 1.00000e+03
	     595.000	 9.06435e+00	 1.00000e+05	 5.95000e+07	 0.00000e+00	 0.00000e+00	 6.56165e+03	 1.00000e+03
	     598.000	 9.12351e+00	 1.00000e+05	 5.98000e+07	 0.00000e+00	 0.00000e+00	 6.55816e+03	 1.00000e+03
	     599.500	 9.15309e+00	 1.00000e+05	 5.99500e+07	 0.00000e+00	 0.00000e+00	 6.55646e+03	 1.00000e+03
	     602.500	 9.21220e+00	 1.00000e+05	 6.02500e+07	 0.00000e+00	 0.00000e+00	 6.55296e+03	 1.00000e+03
	     604.000	 9.24175e+00	 1.00000e+05	 6.04000e+07	 0.00000e+00	 0.00000e+00	 6.55125e+03	 1.00000e+03
	     607.000	 9.30082e+00	 1.00000e+05	 6.07000e+07	 0.00000e+00	 0.00000e+00	 6.54771e+03	 1.00000e+03
	     612.000	 9.39918e+00	 1.00000e+05	 6.12000e+07	 0.00000e+00	 0.00000e+00	 6.54180e+03	 1.00000e+03
	     617.000	 9.49744e+00	 1.00000e+05	 6.17000e+07	 0.00000e+00	 0.00000e+00	 6.53593e+03	 1.00000e+03
	     618.500	 9.52692e+00	 1.00000e+05	 6.18500e+07	 0.00000e+00	 0.00000e+00	 6.53424e+03	 1.00000e+03
	     621.500	 9.58582e+00	 1.00000e+05	 6.21500e+07	 0.00000e+00	 0.00000e+00	 6.53067e+03	 1.00000e+03
	     626.500	 9.68391e+00	 1.00000e+05	 6.26500e+07	 0.00000e+00	 0.00000e+00	 6.52470e+03	 1.00000e+03
	     631.500	 9.78193e+00	 1.00000e+05	 6.31500e+07	 0.00000e+00	 0.00000e+00	 6.51875e+03	 1.00000e+03
	     633.000	 9.81133e+00	 1.00000e+05	 6.33000e+07	 0.00000e+00	 0.00000e+00	 6.51703e+03	 1.00000e+03
	     636.000	 9.87009e+00	 1.00000e+05	 6.36000e+07	 0.00000e+00	 0.00000e+00	 6.51340e+03	 1.00000e+03
	     640.500	 9.95817e+00	 1.00000e+05	 6.40500e+07	 0.00000e+00	 0.00000e+00	 6.50793e+03	 1.00000e+03
	     645.500	 1.00560e+01	 1.00000e+05	 6.45500e+07	 0.00000e+00	 0.00000e+00	 6.50183e+03	 1.00000e+03
	     650.500	 1.01538e+01	 1.00000e+05	 6.50500e+07	 0.00000e+00	 0.00000e+00	 6.49567e+03	 1.00000e+03
	     655.500	 1.02515e+01	 1.00000e+05	 6.55500e+07	 0.00000e+00	 0.00000e+00	 6.48937e+03	 1.00000e+03
	     660.500	 1.03491e+01	 1.00000e+05	 6.60500e+07	 0.00000e+00	 0.00000e+00	 6.48299e+03	 1.00000e+03
	     665.500	 1.04467e+01	 1.00000e+05	 6.65500e+07	 0.00000e+00	 0.00000e+00	 6.47650e+03	 1.00000e+03
	     670.500	 1.05442e+01	 1.00000e+05	 6.70500e+07	 0.00000e+00	 0.00000e+00	 6.46996e+03	 1.00000e+03
	     675.500	 1.06417e+01	 1.00000e+05	 6.75500e+07	 0.00000e+00	 0.00000e+00	 6.46333e+03	 1.00000e+03
	     680.500	 1.07390e+01	 1.00000e+05	 6.80500e+07	 0.00000e+00	 0.00000e+00	 6.45665e+03	 1.00000e+03
	     685.500	 1.08364e+01	 1.00000e+05	 6.85500e+07	 0.00000e+00	 0.00000e+00	 6.44994e+03	 1.00000e+03
	     690.500	 1.09336e+01	 1.00000e+05	 6.90500e+07	 0.00000e+00	 0.00000e+00	 6.44321e+03	 1.00000e+03
	     695.500	 1.10308e+01	 1.00000e+05	 6.95500e+07	 0.00000e+00	 0.00000e+00	 6.43643e+03	 1.00000e+03
	     700.500	 1.11280e+01	 1.00000e+05	 7.00500e+07	 0.00000e+00	 0.00000e+00	 6.42962e+03	 1.00000e+03
	     705.500	 1.12250e+01	 1.00000e+05	 7.05500e+07	 0.00000e+00	 0.00000e+00	 6.42279e+03	 1.00000e+03
	     710.500	 1.13220e+01	 1.00000e+05	 7.10500e+07	 0.00000e+00	 0.00000e+00	 6.41594e+03	 1.00000e+03
	     715.500	 1.14190e+01	 1.00000e+05	 7.15500e+07	 0.00000e+00	 0.00000e+00	 6.40907e+03	 1.00000e+03
	     720.000	 1.15062e+01	 1.00000e+05	 7.20000e+07	 0.00000e+00	 0.00000e+00	 6.40289e+03	 1.00000e+03
	     725.000	 1.16030e+01	 1.00000e+05	 7.25000e+07	 0.00000e+00	 0.00000e+00	 6.39597e+03	 1.00000e+03
	     735.000	 1.17964e+01	 1.00000e+05	 7.35000e+07	 0.00000e+00	 0.00000e+00	 6.38203e+03	 1.00000e+03
	     745.000	 1.19896e+01	 1.00000e+05	 7.45000e+07	 0.00000e+00	 0.00000e+00	 6.36820e+03	 1.00000e+03
	     755.000	 1.21825e+01	 1.00000e+05	 7.55000e+07	 0.00000e+00	 0.00000e+00	 6.35434e+03	 1.00000e+03
	     765.000	 1.23751e+01	 1.00000e+05	 7.65000e+07	 0.00000e+00	 0.00000e+00	 6.34047e+03	 1.00000e+03
	     775.000	 1.25676e+01	 1.00000e+05	 7.75000e+07	 0.00000e+00	 0.00000e+00	 6.32662e+03	 1.00000e+03
	     785.000	 1.27598e+01	 1.00000e+05	 7.85000e+07	 0.00000e+00	 0.00000e+00	 6.31274e+03	 1.00000e+03
	     795.000	 1.29517e+01	 1.00000e+05	 7.95000e+07	 0.00000e+00	 0.00000e+00	 6.29887e+03	 1.00000e+03
	     805.000	 1.31434e+01	 1.00000e+05	 8.05000e+07	 0.00000e+00	 0.00000e+00	 6.28500e+03	 1.00000e+03
	     815.000	 1.33349e+01	 1.00000e+05	 8.15000e+07	 0.00000e+00	 0.00000e+00	 6.27116e+03	 1.00000e+03
	     825.000	 1.35262e+01	 1.00000e+05	 8.25000e+07	 0.00000e+00	 0.00000e+00	 6.25735e+03	 1.00000e+03
	     835.000	 1.37172e+01	 1.00000e+05	 8.35000e+07	 0.00000e+00	 0.00000e+00	 6.24355e+03	 1.00000e+03
	     845.000	 1.39080e+01	 1.00000e+05	 8.45000e+07	 0.00000e+00	 0.00000e+00	 6.22976e+03	 1.00000e+03
	     855.000	 1.40986e+01	 1.00000e+05	 8.55000e+07	 0.00000e+00	 0.00000e+00	 6.21599e+03	 1.00000e+03
	     865.000	 1.42890e+01	 1.00000e+05	 8.65000e+07	 0.00000e+00	 0.00000e+00	 6.20225e+03	 1.00000e+03
	     875.000	 1.44792e+01	 1.00000e+05	 8.75000e+07	 0.00000e+00	 0.00000e+00	 6.18857e+03	 1.00000e+03
	     885.000	 1.46691e+01	 1.00000e+05	 8.85000e+07	 0.00000e+00	 0.00000e+00	 6.17491e+03	 1.00000e+03
	     885.900	 1.46862e+01	 1.00000e+05	 8.85900e+07	 0.00000e+00	 0.00000e+00	 6.17389e+03	 1.00000e+03
	     887.700	 1.47204e+01	 1.00000e+05	 8.87700e+07	 0.00000e+00	 0.00000e+00	 6.17142e+03	 1.00000e+03
	     891.300	 1.47887e+01	 1.00000e+05	 8.91300e+07	 0.00000e+00	 0.00000e+00	 6.16647e+03	 1.00000e+03
	     898.500	 1.49253e+01	 1.00000e+05	 8.98500e+07	 0.00000e+00	 0.00000e+00	 6.15661e+03	 1.00000e+03
	     908.500	 1.51147e+01	 1.00000e+05	 9.08500e+07	 0.00000e+00	 0.00000e+00	 6.14299e+03	 1.00000e+03
	     918.500	 1.53040e+01	 1.00000e+05	 9.18500e+07	 0.00000e+00	 0.00000e+00	 6.12950e+03	 1.00000e+03
	     928.500	 1.54930e+01	 1.00000e+05	 9.28500e+07	 0.00000e+00	 0.00000e+00	 6.11599e+03	 1.00000e+03
	     938.500	 1.56818e+01	 1.00000e+05	 9.38500e+07	 0.00000e+00	 0.00000e+00	 6.10257e+03	 1.00000e+03
	     948.500	 1.58704e+01	 1.00000e+05	 9.48500e+07	 0.00000e+00	 0.00000e+00	 6.08923e+03	 1.00000e+03
	     958.500	 1.60588e+01	 1.00000e+05	 9.58500e+07	 0.00000e+00	 0.00000e+00	 6.07595e+03	 1.00000e+03
	     968.500	 1.62470e+01	 1.00000e+05	 9.68500e+07	 0.00000e+00	 0.00000e+00	 6.06272e+03	 1.00000e+03
	     978.500	 1.64349e+01	 1.00000e+05	 9.78500e+07	 0.00000e+00	 0.00000e+00	 6.04955e+03	 1.00000e+03
	     988.500	 1.66227e+01	 1.00000e+05	 9.88500e+07	 0.00000e+00	 0.00000e+00	 6.03643e+03	 1.00000e+03
	     998.500	 1.68103e+01	 1.00000e+05	 9.98500e+07	 0.00000e+00	 0.00000e+00	 6.02338e+03	 1.00000e+03
	    1008.500	 1.69977e+01	 1.00000e+05	 1.00850e+08	 0.00000e+00	 0.00000e+00	 6.01040e+03	 1.00000e+03
	    1018.500	 1.71848e+01	 1.00000e+05	 1.01850e+08	 0.00000e+00	 0.00000e+00	 5.99746e+03	 1.00000e+03
	    1028.500	 1.73718e+01	 1.00000e+05	 1.02850e+08	 0.00000e+00	 0.00000e+00	 5.98462e+03	 1.00000e+03
	    1038.500	 1.75586e+01	 1.00000e+05	 1.03850e+08	 0.00000e+00	 0.00000e+00	 5.97186e+03	 1.00000e+03
	    1048.500	 1.77452e+01	 1.00000e+05	 1.04850e+08	 0.00000e+00	 0.00000e+00	 5.95918e+03	 1.00000e+03
	    1058.500	 1.79315e+01	 1.00000e+05	 1.05850e+08	 0.00000e+00	 0.00000e+00	 5.94660e+03	 1.00000e+03
	    1068.500	 1.81177e+01	 1.00000e+05	 1.06850e+08	 0.00000e+00	 0.00000e+00	 5.93410e+03	 1.00000e+03
	    1078.500	 1.83037e+01	 1.00000e+05	 1.07850e+08	 0.00000e+00	 0.00000e+00	 5.92171e+03	 1.00000e+03
	    1080.000	 1.83316e+01	 1.00000e+05	 1.08000e+08	 0.00000e+00	 0.00000e+00	 5.92001e+03	 1.00000e+03
	    1083.000	 1.83873e+01	 1.00000e+05	 1.08300e+08	 0.00000e+00	 0.00000e+00	 5.91625e+03	 1.00000e+03
	    1089.000	 1.84988e+01	 1.00000e+05	 1.08900e+08	 0.00000e+00	 0.00000e+00	 5.90881e+03	 1.00000e+03
	    1101.000	 1.87214e+01	 1.00000e+05	 1.10100e+08	 0.00000e+00	 0.00000e+00	 5.89402e+03	 1.00000e+03
	    1125.000	 1.91656e+01	 1.00000e+05	 1.12500e+08	 0.00000e+00	 0.00000e+00	 5.86479e+03	 1.00000e+03
	    1161.000	 1.98292e+01	 1.00000e+05	 1.16100e+08	 0.00000e+00	 0.00000e+00	 5.82168e+03	 1.00000e+03
	    1201.000	 2.05634e+01	 1.00000e+05	 1.20100e+08	 0.00000e+00	 0.00000e+00	 5.77493e+03	 1.00000e+03
	    1241.000	 2.12944e+01	 1.00000e+05	 1.24100e+08	 0.00000e+00	 0.00000e+00	 5.72941e+03	 1.00000e+03
	    1281.000	 2.20223e+01	 1.00000e+05	 1.28100e+08	 0.00000e+00	 0.00000e+00	 5.68524e+03	 1.00000e+03
	    1321.000	 2.27470e+01	 1.00000e+05	 1.32100e+08	 0.00000e+00	 0.00000e+00	 5.64280e+03	 1.00000e+03
	    1333.000	 2.29641e+01	 1.00000e+05	 1.33300e+08	 0.00000e+00	 0.00000e+00	 5.63085e+03	 1.00000e+03
	    1357.000	 2.33972e+01	 1.00000e+05	 1.35700e+08	 0.00000e+00	 0.00000e+00	 5.60660e+03	 1.00000e+03
	    1393.000	 2.40443e+01	 1.00000e+05	 1.39300e+08	 0.00000e+00	 0.00000e+00	 5.57187e+03	 1.00000e+03
	    1433.000	 2.47601e+01	 1.00000e+05	 1.43300e+08	 0.00000e+00	 0.00000e+00	 5.53538e+03	 1.00000e+03
	    1440.000	 2.48853e+01	 1.00000e+05	 1.44000e+08	 0.00000e+00	 0.00000e+00	 5.52968e+03	 1.00000e+03
	    1444.200	 2.49604e+01	 1.00000e+05	 1.44420e+08	 0.00000e+00	 0.00000e+00	 5.52603e+03	 1.00000e+03
	    1452.600	 2.51104e+01	 1.00000e+05	 1.45260e+08	 0.00000e+00	 0.00000e+00	 5.51860e+03	 1.00000e+03
	    1457.640	 2.52003e+01	 1.00000e+05	 1.45764e+08	 0.00000e+00	 0.00000e+00	 5.51423e+03	 1.00000e+03
	    1467.720	 2.53800e+01	 1.00000e+05	 1.46772e+08	 0.00000e+00	 0.00000e+00	 5.50538e+03	 1.00000e+03
	    1472.256	 2.54608e+01	 1.00000e+05	 1.47226e+08	 0.00000e+00	 0.00000e+00	 5.50148e+03	 1.00000e+03
	    1481.328	 2.56223e+01	 1.00000e+05	 1.48133e+08	 0.00000e+00	 0.00000e+00	 5.49359e+03	 1.00000e+03
	    1485.410	 2.56949e+01	 1.00000e+05	 1.48541e+08	 0.00000e+00	 0.00000e+00	 5.49017e+03	 1.00000e+03
	    1491.534	 2.58038e+01	 1.00000e+05	 1.49153e+08	 0.00000e+00	 0.00000e+00	 5.48494e+03	 1.00000e+03
	    1503.781	 2.60213e+01	 1.00000e+05	 1.50378e+08	 0.00000e+00	 0.00000e+00	 5.47454e+03	 1.00000e+03
	    1528.276	 2.64550e+01	 1.00000e+05	 1.52828e+08	 0.00000e+00	 0.00000e+00	 5.45429e+03	 1.00000e+03
	    1565.017	 2.71031e+01	 1.00000e+05	 1.56502e+08	 0.00000e+00	 0.00000e+00	 5.42531e+03	 1.00000e+03
	    1605.017	 2.78056e+01	 1.00000e+05	 1.60502e+08	 0.00000e+00	 0.00000e+00	 5.39511e+03	 1.00000e+03
	    1645.017	 2.85052e+01	 1.00000e+05	 1.64502e+08	 0.00000e+00	 0.00000e+00	 5.36580e+03	 1.00000e+03
	    1685.017	 2.92017e+01	 1.00000e+05	 1.68502e+08	 0.00000e+00	 0.00000e+00	 5.33717e+03	 1.00000e+03
	    1725.017	 2.98953e+01	 1.00000e+05	 1.72502e+08	 0.00000e+00	 0.00000e+00	 5.30912e+03	 1.00000e+03
	    1765.017	 3.05860e+01	 1.00000e+05	 1.76502e+08	 0.00000e+00	 0.00000e+00	 5.28152e+03	 1.00000e+03
	    1800.000	 3.11879e+01	 1.00000e+05	 1.80000e+08	 0.00000e+00	 0.00000e+00	 5.25758e+03	 1.00000e+03
	    1840.000	 3.18732e+01	 1.00000e+05	 1.84000e+08	 0.00000e+00	 0.00000e+00	 5.23005e+03	 1.00000e+03
	    1880.000	 3.25556e+01	 1.00000e+05	 1.88000e+08	 0.00000e+00	 0.00000e+00	 5.20251e+03	 1.00000e+03
	    1920.000	 3.32353e+01	 1.00000e+05	 1.92000e+08	 0.00000e+00	 0.00000e+00	 5.17482e+03	 1.00000e+03
	    1960.000	 3.39121e+01	 1.00000e+05	 1.96000e+08	 0.00000e+00	 0.00000e+00	 5.14708e+03	 1.00000e+03
	    2000.000	 3.45861e+01	 1.00000e+05	 2.00000e+08	 0.00000e+00	 0.00000e+00	 5.11951e+03	 1.00000e+03
	    2040.000	 3.52574e+01	 1.00000e+05	 2.04000e+08	 0.00000e+00	 0.00000e+00	 5.09202e+03	 1.00000e+03
	    2080.000	 3.59259e+01	 1.00000e+05	 2.08000e+08	 0.00000e+00	 0.00000e+00	 5.06489e+03	 1.00000e+03
	    2120.000	 3.65917e+01	 1.00000e+05	 2.12000e+08	 0.00000e+00	 0.00000e+00	 5.03820e+03	 1.00000e+03
	    2160.000	 3.72548e+01	 1.00000e+05	 2.16000e+08	 0.00000e+00	 0.00000e+00	 5.01202e+03	 1.00000e+03
	    2200.000	 3.79153e+01	 1.00000e+05	 2.20000e+08	 0.00000e+00	 0.00000e+00	 4.98640e+03	 1.00000e+03
	    2240.000	 3.85731e+01	 1.00000e+05	 2.24000e+08	 0.00000e+00	 0.00000e+00	 4.96190e+03	 1.00000e+03
	    2280.000	 3.92283e+01	 1.00000e+05	 2.28000e+08	 0.00000e+00	 0.00000e+00	 4.93798e+03	 1.00000e+03
	    2320.000	 3.98809e+01	 9.99999e+04	 2.32000e+08	 0.00000e+00	 0.00000e+00	 4.91460e+03	 1.00000e+03
	    2360.000	 4.05309e+01	 1.00000e+05	 2.36000e+08	 0.00000e+00	 0.00000e+00	 4.89178e+03	 1.00000e+03
	    2400.000	 4.11784e+01	 1.00000e+05	 2.40000e+08	 0.00000e+00	 0.00000e+00	 4.86943e+03	 1.00000e+03
	    2440.000	 4.18234e+01	 1.00000e+05	 2.44000e+08	 0.00000e+00	 0.00000e+00	 4.84748e+03	 1.00000e+03
	    2480.000	 4.24658e+01	 1.00000e+05	 2.48000e+08	 0.00000e+00	 0.00000e+00	 4.82588e+03	 1.00000e+03
	    2520.000	 4.31056e+01	 1.00000e+05	 2.52000e+08	 0.00000e+00	 0.00000e+00	 4.80454e+03	 1.00000e+03
	    2560.000	 4.37430e+01	 1.00000e+05	 2.56000e+08	 0.00000e+00	 0.00000e+00	 4.78359e+03	 1.00000e+03
	    2600.000	 4.43779e+01	 1.00000e+05	 2.60000e+08	 0.00000e+00	 0.00000e+00	 4.76293e+03	 1.00000e+03
	    2640.000	 4.50103e+01	 1.00000e+05	 2.64000e+08	 0.00000e+00	 0.00000e+00	 4.74273e+03	 1.00000e+03
	    2680.000	 4.56402e+01	 1.00000e+05	 2.68000e+08	 0.00000e+00	 0.00000e+00	 4.72303e+03	 1.00000e+03
	    2720.000	 4.62678e+01	 1.00000e+05	 2.72000e+08	 0.00000e+00	 0.00000e+00	 4.70380e+03	 1.00000e+03
	    2760.000	 4.68931e+01	 1.00000e+05	 2.76000e+08	 0.00000e+00	 0.00000e+00	 4.68514e+03	 1.00000e+03
	    2800.000	 4.75160e+01	 1.00000e+05	 2.80000e+08	 0.00000e+00	 0.00000e+00	 4.66709e+03	 1.00000e+03
	    2840.000	 4.81368e+01	 1.00000e+05	 2.84000e+08	 0.00000e+00	 0.00000e+00	 4.64960e+03	 1.00000e+03
	    2880.000	 4.87553e+01	 1.00000e+05	 2.88000e+08	 0.00000e+00	 0.00000e+00	 4.63277e+03	 1.00000e+03
	    2920.000	 4.93718e+01	 1.00000e+05	 2.92000e+08	 0.00000e+00	 0.00000e+00	 4.61667e+03	 1.00000e+03
	    2960.000	 4.99861e+01	 1.00000e+05	 2.96000e+08	 0.00000e+00	 0.00000e+00	 4.60139e+03	 1.00000e+03
	    3000.000	 5.05984e+01	 1.00000e+05	 3.00000e+08	 0.00000e+00	 0.00000e+00	 4.58708e+03	 1.00000e+03
	    3040.000	 5.12087e+01	 1.00000e+05	 3.04000e+08	 0.00000e+00	 0.00000e+00	 4.57369e+03	 1.00000e+03
	    3080.000	 5.18170e+01	 1.00000e+05	 3.08000e+08	 0.00000e+00	 0.00000e+00	 4.56097e+03	 1.00000e+03
	    3120.000	 5.24233e+01	 1.00000e+05	 3.12000e+08	 0.00000e+00	 0.00000e+00	 4.54868e+03	 1.00000e+03
	    3160.000	 5.30277e+01	 1.00000e+05	 3.16000e+08	 0.00000e+00	 0.00000e+00	 4.53667e+03	 1.00000e+03
	    3200.000	 5.36301e+01	 1.00000e+05	 3.20000e+08	 0.00000e+00	 0.00000e+00	 4.52484e+03	 1.00000e+03
	    3240.000	 5.42305e+01	 1.00000e+05	 3.24000e+08	 0.00000e+00	 0.00000e+00	 4.51310e+03	 1.00000e+03
	    3280.000	 5.48289e+01	 1.00000e+05	 3.28000e+08	 0.00000e+00	 0.00000e+00	 4.50138e+03	 1.00000e+03
	    3320.000	 5.54255e+01	 1.00000e+05	 3.32000e+08	 0.00000e+00	 0.00000e+00	 4.48963e+03	 1.00000e+03
	    3360.000	 5.60201e+01	 1.00000e+05	 3.36000e+08	 0.00000e+00	 0.00000e+00	 4.47782e+03	 1.00000e+03
	    3400.000	 5.66128e+01	 1.00000e+05	 3.40000e+08	 0.00000e+00	 0.00000e+00	 4.46595e+03	 1.00000e+03
	    3440.000	 5.72036e+01	 1.00000e+05	 3.44000e+08	 0.00000e+00	 0.00000e+00	 4.45398e+03	 1.00000e+03
	    3480.000	 5.77923e+01	 1.00000e+05	 3.48000e+08	 0.00000e+00	 0.00000e+00	 4.44183e+03	 1.00000e+03
	    3520.000	 5.83790e+01	 1.00000e+05	 3.52000e+08	 0.00000e+00	 0.00000e+00	 4.42948e+03	 1.00000e+03
	    3560.000	 5.89637e+01	 1.00000e+05	 3.56000e+08	 0.00000e+00	 0.00000e+00	 4.41690e+03	 1.00000e+03
	    3600.000	 5.95462e+01	 1.00000e+05	 3.60000e+08	 0.00000e+00	 0.00000e+00	 4.40407e+03	 1.00000e+03

